利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
-0.19,1,BIC,"BIC 铅笔刀, 金属",-43.0,2017/9/16,中国,中南,西华,美术,万虹,0.2,2,河南,办公用品,消费者,CN-2017-1255631,2017/9/12,标准级,226.0
-0.19,1,Binney & Smith,"Binney & Smith 钢笔, 金属",-18.0,2016/7/24,中国,中南,冷水江,美术,吕欢悦,0.2,2,湖南,办公用品,消费者,CN-2016-3954075,2016/7/19,标准级,99.0
0.06,1,Sanford,"Sanford 铅笔刀, 整包",12.0,2018/11/19,中国,中南,娄底,美术,胡凤,0.2,2,湖南,办公用品,消费者,CN-2018-5667067,2018/11/13,标准级,195.0
-0.1,1,Sanford,"Sanford 钢笔, 整包",-13.0,2016/2/25,中国,中南,吴川,美术,韦绅,0.2,3,广东,办公用品,消费者,US-2016-3857264,2016/2/21,标准级,127.0
0.14,1,Stanley,"Stanley 铅笔刀, 蓝色",38.0,2016/9/3,中国,中南,广州,美术,施奇,0.2,3,广东,办公用品,消费者,CN-2016-2491194,2016/8/29,标准级,278.0
0.1,1,Binney & Smith,"Binney & Smith 记号笔, 金属",28.0,2015/7/10,中国,中南,汕头,美术,贾松,0.2,3,广东,办公用品,消费者,CN-2015-1756643,2015/7/4,标准级,284.0
0.26,1,Binney & Smith,"Binney & Smith 铅笔刀, 蓝色",78.0,2017/8/10,中国,中南,梧州,美术,常惠英,0.2,3,广西,办公用品,消费者,CN-2017-1150523,2017/8/6,标准级,299.0
-0.19,1,Boston,"Boston 速写本, 蓝色",-102.0,2016/7/10,中国,中南,南阳,美术,常升,0.2,3,河南,办公用品,消费者,US-2016-5315398,2016/7/5,标准级,544.0
-0.23,1,Stanley,"Stanley 记号笔, 金属",-59.0,2017/11/6,中国,中南,襄城,美术,龙谦,0.2,3,河南,办公用品,消费者,US-2017-2560726,2017/10/30,标准级,263.0
0.35,1,Sanford,"Sanford 钢笔, 金属",48.0,2016/4/24,中国,中南,郑州,美术,唐凤,0.2,3,河南,办公用品,消费者,CN-2016-1196810,2016/4/17,标准级,138.0
0.35,1,BIC,"BIC 钢笔, 金属",61.0,2015/6/12,中国,中南,耒阳,美术,万莞颖,0.2,3,湖南,办公用品,消费者,US-2015-3847012,2015/6/7,标准级,174.0
-0.16,1,Binney & Smith,"Binney & Smith 画布, 金属",-96.0,2017/10/8,中国,中南,衡阳,美术,牛德伟,0.2,3,湖南,办公用品,消费者,US-2017-5739201,2017/10/3,标准级,589.0
0.27,1,Stanley,"Stanley 画布, 金属",156.0,2018/7/25,中国,中南,长沙,美术,楚娟,0.2,3,湖南,办公用品,消费者,CN-2018-2418676,2018/7/21,标准级,568.0
0.15,1,Boston,"Boston 速写本, 金属",111.0,2018/12/3,中国,中南,西华,美术,殷菊,0.2,4,河南,办公用品,消费者,CN-2018-4927110,2018/11/29,标准级,745.0
0.15,1,Boston,"Boston 速写本, 混合尺寸",116.0,2016/3/3,中国,中南,浯溪,美术,秦宁,0.2,4,湖南,办公用品,消费者,CN-2016-1186689,2016/2/27,标准级,773.0
-0.1,1,Boston,"Boston 荧光笔, 混合尺寸",-41.0,2017/5/27,中国,中南,湛江,美术,黄磊,0.2,5,广东,办公用品,消费者,CN-2017-3189070,2017/5/23,标准级,412.0
-0.16,1,BIC,"BIC 速写本, 金属",-152.0,2018/4/7,中国,中南,韶关,美术,程安,0.2,5,广东,办公用品,消费者,CN-2018-1599696,2018/4/1,标准级,932.0
0.17,1,Stanley,"Stanley 记号笔, 混合尺寸",82.0,2017/10/26,中国,中南,南宁,美术,巩廉,0.2,5,广西,办公用品,消费者,CN-2017-2640851,2017/10/22,标准级,474.0
0.19,1,BIC,"BIC 铅笔刀, 蓝色",101.0,2017/11/16,中国,中南,洛阳,美术,万莞颖,0.2,5,河南,办公用品,消费者,CN-2017-2501800,2017/11/12,标准级,542.0
0.27,1,Stanley,"Stanley 画布, 金属",260.0,2018/6/13,中国,中南,浯溪,美术,洪黎明,0.2,5,湖南,办公用品,消费者,CN-2018-2271818,2018/6/9,标准级,947.0
0.11,1,BIC,"BIC 画布, 金属",138.0,2018/5/25,中国,中南,梅州,美术,佘升,0.2,6,广东,办公用品,消费者,CN-2018-5093470,2018/5/21,标准级,1231.0
0.05,1,Boston,"Boston 荧光笔, 金属",23.0,2018/11/7,中国,中南,珠海,美术,付荣,0.2,6,广东,办公用品,消费者,CN-2018-1786532,2018/11/2,标准级,451.0
0.0,1,Binney & Smith,"Binney & Smith 铅笔刀, 混合尺寸",0.0,2018/4/16,中国,中南,信宜,美术,施黎明,0.2,7,广东,办公用品,消费者,CN-2018-2805987,2018/4/10,标准级,780.0
0.22,1,Boston,"Boston 荧光笔, 蓝色",111.0,2018/6/21,中国,中南,深圳,美术,薛博,0.2,7,广东,办公用品,消费者,CN-2018-3503696,2018/6/16,标准级,493.0
-0.15,1,Sanford,"Sanford 速写本, 混合尺寸",-191.0,2018/1/6,中国,中南,平顶山,美术,佘莲,0.2,7,河南,办公用品,消费者,US-2017-5037027,2017/12/31,标准级,1272.0
-0.03,1,Stanley,"Stanley 速写本, 混合尺寸",-36.0,2017/10/6,中国,中南,桂林,美术,贺婵,0.2,8,广西,办公用品,消费者,US-2017-1120887,2017/9/30,标准级,1422.0
-0.1,1,Sanford,"Sanford 钢笔, 整包",-60.0,2018/6/19,中国,中南,新乡,美术,袁松,0.2,14,河南,办公用品,消费者,CN-2018-3668469,2018/6/15,标准级,594.0
-0.42,1,Stiletto,"Stiletto 剪刀, 钢",-27.0,2018/10/20,中国,中南,咸宁,用品,郝惠,0.4,1,湖北,办公用品,消费者,CN-2018-2633315,2018/10/16,标准级,64.0
-0.42,1,Stiletto,"Stiletto 剪刀, 钢",-27.0,2018/6/29,中国,中南,武汉,用品,曾康,0.4,1,湖北,办公用品,消费者,CN-2018-2779535,2018/6/25,标准级,64.0
-0.15,1,Advantus,"Advantus 按钉, 金属",-6.0,2018/3/10,中国,中南,武汉,系固件,钟立,0.4,1,湖北,办公用品,消费者,US-2018-1638210,2018/3/5,标准级,41.0
-0.05,1,Accos,"Accos 回形针, 整包",-2.0,2018/10/5,中国,中南,蔡甸,系固件,严强,0.4,1,湖北,办公用品,消费者,CN-2018-3551529,2018/9/29,标准级,39.0
0.05,1,Wilson Jones,"Wilson Jones 订书机, 实惠",7.0,2018/9/1,中国,中南,沙市,装订机,常宣,0.4,1,湖北,办公用品,消费者,CN-2018-4015472,2018/8/27,标准级,137.0
0.17,1,Ibico,"Ibico 装订机盖, 耐用",7.0,2016/4/24,中国,中南,蔡甸,装订机,方惠,0.4,1,湖北,办公用品,消费者,US-2016-1300278,2016/4/18,标准级,42.0
0.16,1,Cardinal,"Cardinal 装订机, 透明",6.0,2017/7/8,中国,中南,襄樊,装订机,冯立,0.4,1,湖北,办公用品,消费者,US-2017-4774798,2017/7/3,标准级,37.0
-0.25,1,Cardinal,"Cardinal 装订机, 耐用",-11.0,2016/2/20,中国,中南,襄樊,装订机,姚凤,0.4,1,湖北,办公用品,消费者,US-2016-4364300,2016/2/16,标准级,43.0
-0.42,1,Hamilton Beach,"Hamilton Beach 微波炉, 红色",-659.0,2017/2/13,中国,中南,武汉,器具,沈婷,0.4,2,湖北,办公用品,消费者,US-2017-2770008,2017/2/8,标准级,1582.0
-0.02,1,Hoover,"Hoover 烤面包机, 银色",-8.0,2017/1/26,中国,中南,荆州,器具,王庆缘,0.4,2,湖北,办公用品,消费者,CN-2017-5966135,2017/1/22,标准级,473.0
-0.47,1,Hoover,"Hoover 微波炉, 银色",-809.0,2018/5/29,中国,中南,蔡甸,器具,陈娟,0.4,2,湖北,办公用品,消费者,CN-2018-5510381,2018/5/25,标准级,1733.0
-0.05,1,Elite,"Elite 大剪刀, 蓝色",-13.0,2018/6/14,中国,中南,武汉,用品,柯娜,0.4,2,湖北,办公用品,消费者,US-2018-3351164,2018/6/10,标准级,263.0
-0.29,1,Advantus,"Advantus 回形针, 整包",-22.0,2018/11/6,中国,中南,恩施,系固件,谈涛,0.4,2,湖北,办公用品,消费者,US-2018-3064630,2018/11/2,标准级,78.0
-0.43,1,Avery,"Avery 孔加固材料, 回收",-11.0,2018/11/6,中国,中南,恩施,装订机,谈涛,0.4,2,湖北,办公用品,消费者,US-2018-3064630,2018/11/2,标准级,27.0
-0.1,1,Ibico,"Ibico 孔加固材料, 回收",-4.0,2016/6/16,中国,中南,武汉,装订机,白栋,0.4,2,湖北,办公用品,消费者,US-2016-4092734,2016/6/11,标准级,41.0
-0.35,1,Acco,"Acco 装订机盖, 实惠",-26.0,2015/10/28,中国,中南,襄樊,装订机,陈婉,0.4,2,湖北,办公用品,消费者,CN-2015-2292031,2015/10/24,标准级,75.0
-0.15,1,KitchenAid,"KitchenAid 微波炉, 银色",-392.0,2016/9/22,中国,中南,武汉,器具,夏惠英,0.4,3,湖北,办公用品,消费者,CN-2016-5869022,2016/9/18,标准级,2613.0
-0.02,1,Acme,"Acme 大剪刀, 锯齿状",-7.0,2015/9/27,中国,中南,钟祥,用品,武廉,0.4,3,湖北,办公用品,消费者,US-2015-3108642,2015/9/21,标准级,392.0
-0.15,1,Advantus,"Advantus 按钉, 金属",-18.0,2017/12/6,中国,中南,丹江口,系固件,佘升,0.4,3,湖北,办公用品,消费者,US-2017-4940133,2017/12/2,标准级,122.0
-0.12,1,Advantus,"Advantus 橡皮筋, 整包",-16.0,2018/12/19,中国,中南,宜城,系固件,周木兰,0.4,3,湖北,办公用品,消费者,US-2018-2930075,2018/12/14,标准级,139.0
0.05,1,Accos,"Accos 图钉, 每包 12 个",5.0,2018/5/11,中国,中南,枝城,系固件,徐伟,0.4,3,湖北,办公用品,消费者,US-2018-1297686,2018/5/6,标准级,110.0
-0.64,1,Acco,"Acco 孔加固材料, 回收",-38.0,2016/3/7,中国,中南,仙桃,装订机,蒋宣,0.4,3,湖北,办公用品,消费者,CN-2016-2596183,2016/3/1,标准级,59.0
-0.27,1,Wilson Jones,"Wilson Jones 订书机, 透明",-109.0,2015/3/22,中国,中南,武汉,装订机,贾君,0.4,3,湖北,办公用品,消费者,US-2015-2666353,2015/3/16,标准级,407.0
-0.43,1,KitchenAid,"KitchenAid 烤面包机, 红色",-414.0,2018/2/9,中国,中南,埠河,器具,武明媚,0.4,4,湖北,办公用品,消费者,US-2018-4180783,2018/2/5,标准级,956.0
-0.3,1,Breville,"Breville 咖啡研磨机, 白色",-202.0,2018/10/18,中国,中南,襄樊,器具,常升,0.4,4,湖北,办公用品,消费者,CN-2018-5106829,2018/10/12,标准级,672.0
0.0,1,Acme,"Acme 大剪刀, 钢",0.0,2017/9/25,中国,中南,孝感,用品,肖良,0.4,4,湖北,办公用品,消费者,CN-2017-2872339,2017/9/20,标准级,552.0
-0.18,1,Acme,"Acme 修剪器, 工业",-95.0,2017/7/8,中国,中南,襄樊,用品,冯立,0.4,4,湖北,办公用品,消费者,US-2017-4774798,2017/7/3,标准级,517.0
0.15,1,Stockwell,"Stockwell 回形针, 整包",23.0,2016/5/26,中国,中南,武汉,系固件,方惠,0.4,4,湖北,办公用品,消费者,CN-2016-4493648,2016/5/22,标准级,156.0
0.08,1,Wilson Jones,"Wilson Jones 装订机, 透明",12.0,2018/11/3,中国,中南,埠河,装订机,黄婷,0.4,4,湖北,办公用品,消费者,US-2018-5747151,2018/10/29,标准级,140.0
-0.08,1,Avery,"Avery 装订机, 透明",-12.0,2016/7/2,中国,中南,武汉,装订机,邢德伟,0.4,4,湖北,办公用品,消费者,CN-2016-4597424,2016/6/28,标准级,138.0
-0.2,1,Advantus,"Advantus 回形针, 每包 12 个",-38.0,2017/9/14,中国,中南,武汉,系固件,白栋,0.4,5,湖北,办公用品,消费者,US-2017-4026974,2017/9/10,标准级,187.0
-0.19,1,Ibico,"Ibico 装订机, 实惠",-40.0,2018/6/14,中国,中南,武汉,装订机,柯娜,0.4,5,湖北,办公用品,消费者,US-2018-3351164,2018/6/10,标准级,217.0
-0.38,1,Ibico,"Ibico 装订机盖, 透明",-71.0,2016/4/5,中国,中南,襄樊,装订机,殷保,0.4,5,湖北,办公用品,消费者,CN-2016-3954075,2016/3/31,标准级,184.0
-0.35,1,Kleencut,"Kleencut 尺子, 工业",-89.0,2017/3/25,中国,中南,钟祥,用品,万莞颖,0.4,6,湖北,办公用品,消费者,CN-2017-1951831,2017/3/20,标准级,255.0
-3.16,1,Stanley,"Stanley 钢笔, 混合尺寸",-78.0,2016/11/10,中国,中南,利川,美术,白忠,0.8,2,湖北,办公用品,消费者,US-2016-2470286,2016/11/6,标准级,25.0
-1.85,1,BIC,"BIC 荧光笔, 金属",-70.0,2016/1/3,中国,中南,孝感,美术,潘锦,0.8,2,湖北,办公用品,消费者,CN-2015-1340062,2015/12/30,标准级,38.0
-1.61,1,BIC,"BIC 钢笔, 金属",-47.0,2017/6/5,中国,中南,宜城,美术,苏晒明,0.8,2,湖北,办公用品,消费者,US-2017-5480180,2017/5/31,标准级,29.0
-3.76,1,Stanley,"Stanley 荧光笔, 整包",-105.0,2017/6/5,中国,中南,宜城,美术,苏晒明,0.8,2,湖北,办公用品,消费者,US-2017-5480180,2017/5/31,标准级,28.0
-2.55,1,Boston,"Boston 铅笔刀, 金属",-144.0,2017/4/16,中国,中南,随州,美术,余晨,0.8,2,湖北,办公用品,消费者,CN-2017-3566090,2017/4/12,标准级,56.0
-2.45,1,Boston,"Boston 画布, 混合尺寸",-520.0,2015/12/12,中国,中南,枣阳,美术,袁松,0.8,4,湖北,办公用品,消费者,US-2015-2503468,2015/12/7,标准级,212.0
-1.56,1,Boston,"Boston 钢笔, 整包",-84.0,2016/10/7,中国,中南,枣阳,美术,雷菊,0.8,4,湖北,办公用品,消费者,CN-2016-5779998,2016/10/1,标准级,54.0
-2.15,1,Sanford,"Sanford 铅笔刀, 金属",-218.0,2017/2/13,中国,中南,武汉,美术,陈翠,0.8,4,湖北,办公用品,消费者,CN-2017-1738807,2017/2/7,标准级,101.0
-1.55,1,Binney & Smith,"Binney & Smith 速写本, 蓝色",-268.0,2016/2/20,中国,中南,襄樊,美术,姚凤,0.8,4,湖北,办公用品,消费者,US-2016-4364300,2016/2/16,标准级,173.0
-1.7,1,BIC,"BIC 铅笔刀, 整包",-280.0,2018/5/1,中国,中南,武汉,美术,黄磊,0.8,6,湖北,办公用品,消费者,US-2018-4386495,2018/4/25,标准级,164.0
-3.2,1,BIC,"BIC 记号笔, 混合尺寸",-709.0,2016/6/7,中国,中南,武汉,美术,李康,0.8,8,湖北,办公用品,消费者,US-2016-2995973,2016/6/1,标准级,221.0
-3.71,1,Stanley,"Stanley 钢笔, 金属",-352.0,2018/5/23,中国,中南,鄂州,美术,郝升,0.8,9,湖北,办公用品,消费者,US-2018-5260002,2018/5/19,标准级,95.0
0.22,1,Kraft,"Kraft 邮寄品, 银色",41.0,2017/4/12,中国,华东,即墨,信封,贺宁,0.0,1,山东,办公用品,消费者,CN-2017-1455994,2017/4/6,标准级,187.0
0.41,1,Kraft,"Kraft 搭扣信封, 回收",15.0,2015/12/3,中国,华东,扬州,信封,巩荣,0.0,1,江苏,办公用品,消费者,CN-2015-5425854,2015/11/26,标准级,36.0
0.05,1,Smead,"Smead 文件夹, 工业",4.0,2015/8/25,中国,华东,合肥,收纳具,苏婵娟,0.0,1,安徽,办公用品,消费者,CN-2015-3279950,2015/8/20,标准级,84.0
0.14,1,Fellowes,"Fellowes 盒, 金属",12.0,2018/12/3,中国,华东,宿州,收纳具,佘巧,0.0,1,安徽,办公用品,消费者,CN-2018-3261036,2018/11/26,标准级,88.0
0.32,1,Tenex,"Tenex 盘, 单宽度",81.0,2017/1/3,中国,华东,禹城,收纳具,林关茵,0.0,1,山东,办公用品,消费者,CN-2016-1137701,2016/12/28,标准级,253.0
0.09,1,Tenex,"Tenex 文件夹, 金属",9.0,2018/6/13,中国,华东,青岛,收纳具,薛婷,0.0,1,山东,办公用品,消费者,CN-2018-1753680,2018/6/9,标准级,104.0
0.22,1,Smead,"Smead 盒, 金属",10.0,2017/4/8,中国,华东,嘉兴,收纳具,巩珑,0.0,1,浙江,办公用品,消费者,CN-2017-3269021,2017/4/2,标准级,46.0
0.26,1,Tenex,"Tenex 搁板, 工业",67.0,2017/1/5,中国,华东,温州,收纳具,顾磊,0.0,1,浙江,办公用品,消费者,CN-2016-5801512,2016/12/29,标准级,257.0
0.17,1,Rogers,"Rogers 搁板, 金属",48.0,2016/8/24,中国,华东,泉州,收纳具,刘立,0.0,1,福建,办公用品,消费者,CN-2016-4595101,2016/8/20,标准级,286.0
0.33,1,Hon,"Hon 有色标签, 白色",20.0,2018/4/6,中国,华东,上海,标签,夏芯,0.0,1,上海,办公用品,消费者,CN-2018-1830721,2018/3/31,标准级,60.0
0.07,1,Avery,"Avery 可去除的标签, 耐用",4.0,2018/11/24,中国,华东,临朐,标签,巩廉,0.0,1,山东,办公用品,消费者,CN-2018-1398198,2018/11/20,标准级,52.0
0.45,1,Novimex,"Novimex 圆形标签, 红色",13.0,2016/8/15,中国,华东,枣庄,标签,曹鹏,0.0,1,山东,办公用品,消费者,CN-2016-2245112,2016/8/10,标准级,28.0
0.45,1,Novimex,"Novimex 圆形标签, 可调",9.0,2017/5/26,中国,华东,济宁,标签,胡凤,0.0,1,山东,办公用品,消费者,CN-2017-4513584,2017/5/21,标准级,19.0
0.44,1,Smead,"Smead 运输标签, 红色",23.0,2018/10/10,中国,华东,烟台,标签,罗琼,0.0,1,山东,办公用品,消费者,US-2018-2697955,2018/10/5,标准级,53.0
0.25,1,Hon,"Hon 运输标签, 红色",13.0,2018/1/8,中国,华东,龙口,标签,袁康,0.0,1,山东,办公用品,消费者,CN-2018-1267778,2018/1/2,标准级,52.0
0.02,1,Harbour Creations,"Harbour Creations 合法证物标签, 耐用",1.0,2017/1/5,中国,华东,温州,标签,顾磊,0.0,1,浙江,办公用品,消费者,CN-2016-5801512,2016/12/29,标准级,53.0
0.22,1,Acme,"Acme 修剪器, 钢",45.0,2016/8/24,中国,华东,泉州,用品,刘立,0.0,1,福建,办公用品,消费者,CN-2016-4595101,2016/8/20,标准级,205.0
0.35,1,OIC,"OIC 图钉, 金属",23.0,2018/12/19,中国,华东,上海,系固件,薛强,0.0,1,上海,办公用品,消费者,CN-2018-4644475,2018/12/14,标准级,66.0
0.08,1,Accos,"Accos 图钉, 整包",5.0,2018/1/27,中国,华东,胶州,系固件,孙诚,0.0,1,山东,办公用品,消费者,US-2018-5339863,2018/1/23,标准级,64.0
0.16,1,Green Bar,"Green Bar 羊皮纸, 优质",12.0,2018/8/14,中国,华东,济宁,纸张,薛强,0.0,1,山东,办公用品,消费者,CN-2018-4815290,2018/8/10,标准级,78.0
0.23,1,SanDisk,"SanDisk 信纸, 每包 12 个",56.0,2015/7/18,中国,华东,徐州,纸张,冯青,0.0,1,江苏,办公用品,消费者,US-2015-2130965,2015/7/14,标准级,245.0
0.04,1,施乐,"施乐 令, 多色",5.0,2018/6/1,中国,华东,泰兴,纸张,龙谦,0.0,1,江苏,办公用品,消费者,CN-2018-2872339,2018/5/26,标准级,130.0
0.11,1,Stanley,"Stanley 铅笔刀, 混合尺寸",14.0,2018/11/16,中国,华东,济南,美术,谢君,0.0,1,山东,办公用品,消费者,CN-2018-2171205,2018/11/12,标准级,130.0
0.26,1,BIC,"BIC 速写本, 蓝色",59.0,2018/12/4,中国,华东,青岛,美术,熊晨,0.0,1,山东,办公用品,消费者,CN-2018-2117709,2018/11/30,标准级,227.0
0.24,1,Wilson Jones,"Wilson Jones 订书机, 透明",54.0,2018/12/3,中国,华东,宿州,装订机,佘巧,0.0,1,安徽,办公用品,消费者,CN-2018-3261036,2018/11/26,标准级,226.0
0.24,1,Wilson Jones,"Wilson Jones 订书机, 透明",54.0,2018/8/9,中国,华东,淮南,装订机,夏光,0.0,1,安徽,办公用品,消费者,US-2018-5448418,2018/8/3,标准级,226.0
0.28,1,Avery,"Avery 装订机盖, 耐用",16.0,2016/2/26,中国,华东,平度,装订机,罗霖,0.0,1,山东,办公用品,消费者,CN-2016-4497265,2016/2/22,标准级,59.0
0.11,1,Kraft,"Kraft 局间信封, 红色",52.0,2016/3/5,中国,华东,上海,信封,周诚,0.0,2,上海,办公用品,消费者,CN-2016-2571041,2016/2/28,标准级,471.0
0.4,1,Cameo,"Cameo 马尼拉纸信封, 每套 50 个",101.0,2015/6/19,中国,华东,上海,信封,柯丽,0.0,2,上海,办公用品,消费者,CN-2015-1267778,2015/6/14,标准级,252.0
0.49,1,GlobeWeis,"GlobeWeis 外皮和封条, 红色",114.0,2017/5/16,中国,华东,宿州,信封,施奇,0.0,2,安徽,办公用品,消费者,US-2017-2756371,2017/5/10,标准级,233.0
0.49,1,Jiffy,"Jiffy 商业信封, 红色",89.0,2016/12/20,中国,华东,淮南,信封,卢伟,0.0,2,安徽,办公用品,消费者,CN-2016-4759076,2016/12/16,标准级,182.0
0.0,1,Kraft,"Kraft 外皮和封条, 每套 50 个",0.0,2016/8/29,中国,华东,平度,信封,巩珑,0.0,2,山东,办公用品,消费者,CN-2016-1398732,2016/8/24,标准级,191.0
0.15,1,Ames,"Ames 外皮和封条, 每套 50 个",26.0,2017/5/30,中国,华东,济南,信封,邱梦,0.0,2,山东,办公用品,消费者,US-2017-1815663,2017/5/26,标准级,174.0
0.11,1,Cameo,"Cameo 局间信封, 红色",52.0,2015/9/14,中国,华东,烟台,信封,黄康,0.0,2,山东,办公用品,消费者,CN-2015-3722391,2015/9/9,标准级,476.0
0.13,1,Ames,"Ames 邮寄品, 回收",42.0,2018/8/17,中国,华东,胶南,信封,吕灵,0.0,2,山东,办公用品,消费者,CN-2018-4395048,2018/8/12,标准级,323.0
0.06,1,GlobeWeis,"GlobeWeis 外皮和封条, 每套 50 个",12.0,2018/5/21,中国,华东,胶南,信封,葛彩,0.0,2,山东,办公用品,消费者,CN-2018-2373769,2018/5/15,标准级,200.0
0.08,1,Kraft,"Kraft 搭扣信封, 每套 50 个",7.0,2018/1/3,中国,华东,徐州,信封,赵幂,0.0,2,江苏,办公用品,消费者,US-2017-5106829,2017/12/30,标准级,84.0
0.43,1,Kraft,"Kraft 搭扣信封, 红色",50.0,2016/9/17,中国,华东,南昌,信封,周康,0.0,2,江西,办公用品,消费者,CN-2016-2098822,2016/9/12,标准级,117.0
0.05,1,GlobeWeis,"GlobeWeis 外皮和封条, 回收",9.0,2017/6/18,中国,华东,鄱阳,信封,佘宁,0.0,2,江西,办公用品,消费者,CN-2017-3589017,2017/6/14,标准级,188.0
0.42,1,Ames,"Ames 邮寄品, 银色",150.0,2018/8/8,中国,华东,义乌,信封,邓保,0.0,2,浙江,办公用品,消费者,CN-2018-4178476,2018/8/3,标准级,357.0
0.11,1,Jiffy,"Jiffy 搭扣信封, 回收",7.0,2018/8/25,中国,华东,宁波,信封,李康,0.0,2,浙江,办公用品,消费者,US-2018-5235171,2018/8/21,标准级,68.0
0.38,1,Cameo,"Cameo 局间信封, 每套 50 个",168.0,2016/11/20,中国,华东,浦阳,信封,洪康,0.0,2,浙江,办公用品,消费者,CN-2016-1187433,2016/11/16,标准级,443.0
0.09,1,Hamilton Beach,"Hamilton Beach 咖啡研磨机, 银色",36.0,2016/10/9,中国,华东,上海,器具,王庆缘,0.0,2,上海,办公用品,消费者,CN-2016-3649263,2016/10/3,标准级,405.0
0.11,1,Hoover,"Hoover 咖啡研磨机, 银色",71.0,2018/6/19,中国,华东,合肥,器具,巩光,0.0,2,安徽,办公用品,消费者,CN-2018-4075862,2018/6/13,标准级,649.0
0.31,1,Cuisinart,"Cuisinart 咖啡研磨机, 红色",111.0,2016/3/5,中国,华东,合肥,器具,贾松,0.0,2,安徽,办公用品,消费者,CN-2016-3766882,2016/3/1,标准级,360.0
0.28,1,KitchenAid,"KitchenAid 冰箱, 白色",1375.0,2018/1/30,中国,华东,蚌埠,器具,冯青,0.0,2,安徽,办公用品,消费者,CN-2018-1619603,2018/1/25,标准级,4910.0
0.37,1,Hoover,"Hoover 搅拌机, 白色",329.0,2016/12/24,中国,华东,潍坊,器具,巩明媚,0.0,2,山东,办公用品,消费者,CN-2016-3557528,2016/12/19,标准级,890.0
0.23,1,Cuisinart,"Cuisinart 搅拌机, 白色",140.0,2017/6/18,中国,华东,鄱阳,器具,佘宁,0.0,2,江西,办公用品,消费者,CN-2017-3589017,2017/6/14,标准级,608.0
0.09,1,Hamilton Beach,"Hamilton Beach 咖啡研磨机, 银色",36.0,2017/10/27,中国,华东,莆田,器具,黄娜,0.0,2,福建,办公用品,消费者,CN-2017-5450028,2017/10/23,标准级,405.0
0.37,1,Tenex,"Tenex 文件车, 工业",465.0,2016/6/12,中国,华东,巢湖,收纳具,俞毅,0.0,2,安徽,办公用品,消费者,CN-2016-1340062,2016/6/6,标准级,1256.0
0.01,1,Fellowes,"Fellowes 锁柜, 金属",19.0,2017/8/28,中国,华东,淮南,收纳具,任实,0.0,2,安徽,办公用品,消费者,CN-2017-5007229,2017/8/22,标准级,1926.0
0.4,1,Rogers,"Rogers 文件车, 单宽度",529.0,2016/12/20,中国,华东,淮南,收纳具,卢伟,0.0,2,安徽,办公用品,消费者,CN-2016-4759076,2016/12/16,标准级,1322.0
0.34,1,Fellowes,"Fellowes 文件夹, 蓝色",84.0,2016/1/11,中国,华东,即墨,收纳具,戴虎,0.0,2,山东,办公用品,消费者,CN-2016-2996094,2016/1/5,标准级,246.0
0.47,1,Eldon,"Eldon 锁柜, 单宽度",868.0,2018/8/17,中国,华东,胶南,收纳具,吕灵,0.0,2,山东,办公用品,消费者,CN-2018-4395048,2018/8/12,标准级,1847.0
0.07,1,Fellowes,"Fellowes 文件夹, 金属",17.0,2018/12/13,中国,华东,镇江,收纳具,冯立,0.0,2,江苏,办公用品,消费者,US-2018-5728538,2018/12/7,标准级,238.0
0.35,1,Rogers,"Rogers 盘, 蓝色",201.0,2015/10/17,中国,华东,剑光,收纳具,万冬露,0.0,2,江西,办公用品,消费者,CN-2015-4347325,2015/10/11,标准级,576.0
0.39,1,Tenex,"Tenex 盘, 金属",194.0,2015/10/17,中国,华东,剑光,收纳具,万冬露,0.0,2,江西,办公用品,消费者,CN-2015-4347325,2015/10/11,标准级,497.0
0.4,1,Rogers,"Rogers 盘, 单宽度",230.0,2016/10/21,中国,华东,南昌,收纳具,陶恒,0.0,2,江西,办公用品,消费者,CN-2016-3381572,2016/10/16,标准级,576.0
0.16,1,Fellowes,"Fellowes 文件夹, 工业",40.0,2018/2/10,中国,华东,萍乡,收纳具,封乐,0.0,2,江西,办公用品,消费者,CN-2018-2766233,2018/2/6,标准级,251.0
0.3,1,Eldon,"Eldon 文件车, 蓝色",358.0,2017/6/18,中国,华东,鄱阳,收纳具,佘宁,0.0,2,江西,办公用品,消费者,CN-2017-3589017,2017/6/14,标准级,1194.0
0.08,1,Eldon,"Eldon 盘, 蓝色",36.0,2018/6/2,中国,华东,义乌,收纳具,巩光,0.0,2,浙江,办公用品,消费者,CN-2018-4318875,2018/5/28,标准级,448.0
0.39,1,Tenex,"Tenex 盘, 金属",194.0,2016/11/20,中国,华东,浦阳,收纳具,洪康,0.0,2,浙江,办公用品,消费者,CN-2016-1187433,2016/11/16,标准级,497.0
0.02,1,Fellowes,"Fellowes 文件车, 蓝色",25.0,2017/10/7,中国,华东,黄岩,收纳具,常刚,0.0,2,浙江,办公用品,消费者,CN-2017-1619603,2017/10/3,标准级,1282.0
0.08,1,Eldon,"Eldon 盘, 蓝色",36.0,2017/4/16,中国,华东,洛阳,收纳具,田谙,0.0,2,福建,办公用品,消费者,CN-2017-3455141,2017/4/11,标准级,448.0
